UUID,No. of Colors,PIE Time,Average Time per n,Imember Time,,Elimination Time,,VCPackCol Time,,Maarouf Time,,Packing Colorable [Y/N]
1992b8c4-c8d1-41c2-9157-e45201f3054c,2,0.265990257263184,,0.0558340549469,0.062281346321106,0.070306062698364,,0.016671657562256,,0.01101541519165,,N
a5ea192a-e95d-4f96-b6d0-fe532bbcad30,2,0.263517618179321,,0.051612854003906,0.064725041389465,0.074055671691895,,0.01448655128479,,0.010010242462158,0.012400937080383,N
83ef1782-5a58-4ede-9624-e01d83a65041,2,0.649326086044312,0.683398008346558,0.050837278366089,0.067389345169068,0.083233118057251,0.084558200836182,0.019502878189087,0.020148468017578,0.013205051422119,,N
9ba9beca-6a34-4f44-aa03-ac45729859c4,2,0.728687524795532,,0.045237541198731,,0.065249443054199,,0.029960632324219,,0.011567354202271,,N
bd462ee3-11ee-433a-a343-dbff0506d087,2,0.772619724273681,,0.068019151687622,,0.091615676879883,,0.018718957901001,,0.023777723312378,,N
06b4a1da-e70f-4654-8fea-c8e0c70a2c46,2,0.800927400588989,,0.068355560302734,,0.082738876342774,,0.019293546676636,,0.013267755508423,,N
405e5a35-0a7b-496d-8f96-8d2f39c26afa,2,0.68630862236023,,0.052074432373047,,0.074410915374756,,0.017787218093872,,0.013485431671143,,N
32a5173f-1ba6-474b-a69e-1aaa73876aea,2,0.670385837554932,,0.08130955696106,,0.086351156234741,,0.019939184188843,,0.014156103134155,,N
9b4e53bc-91a0-49d3-b534-4c5342e939c8,2,0.577096223831177,,0.067666292190552,,0.087811470031738,,0.018705606460571,,0.012391090393066,,N
c2b9bb0a-9c48-49f9-b687-d1427603fc1c,2,0.614032506942749,,0.08186674118042,,0.096894025802612,,0.020000457763672,,0.013433218002319,,N
f2645cb0-56c8-46bc-9e07-acc3b8a0f86d,2,0.711330413818359,,0.080271005630493,,0.085627794265747,,0.018442869186401,,0.013225317001343,,N
dd590ca2-19fa-4b53-b610-008b101c3006,2,0.623265743255615,,0.078255891799927,,0.091649532318115,,0.01913332939148,,0.01297926902771,0.014148831367493,N
a303f541-7cbc-4f8a-bd88-ffbd8e4dafaa,2,2.92917466163635,2.25706148147583,0.100654363632202,0.091760778427124,0.092668771743774,0.094342827796936,0.024862051010132,0.026309299468994,0.018144369125366,,N
8377d247-52ac-40a2-b982-7dfe617f6a35,2,2.71203017234802,,0.085708856582642,,0.092470645904541,,0.026011943817139,,0.017356634140015,,N
e557045e-3f4b-4849-8dda-8cea77360880,2,2.05008101463318,,0.108754396438599,,0.109535217285156,,0.027323007583618,,0.018977165222168,,N
30e526b0-fc17-4e0a-9f03-cb07cc1f2261,2,2.46553015708923,,0.103781700134277,,0.101138353347778,,0.025059700012207,,0.016345500946045,,N
924d7d1e-6af3-4b5d-9f11-753a61125e56,2,2.81092381477356,,0.059415578842163,,0.079106330871582,,0.027545690536499,,0.02087664604187,,N
6c23fc1d-3a0d-42dc-8507-f26225486ed5,2,2.46648454666138,,0.058560371398926,,0.081200122833252,,0.024167776107788,,0.018390655517578,,N
f40df82b-6c1a-434a-87b4-f18151b62562,2,1.96324825286865,,0.100168228149414,,0.102884769439697,,0.026407241821289,,0.019372463226318,,N
e775229b-d3cf-4431-90e5-499818c4c0c5,2,2.14405012130737,,0.111994981765747,,0.101403474807739,,0.026090145111084,,0.018750905990601,,N
edca8bc1-d58e-4bee-b108-318a505b1b97,2,2.0236394405365,,0.073395967483521,,0.103024005889893,,0.027515649795532,,0.018529653549194,,N
72a4b813-1440-4b0c-9177-4e9ad549827a,2,2.63924837112427,,0.11517333984375,,0.079996585845947,,0.028109788894653,,0.021940231323242,0.01886842250824,N
0fb038d7-317e-44df-a3dc-6e55ace5411e,2,6.74042725563049,7.11324715614319,0.101369619369507,0.121034073829651,0.124948501586914,0.136321520805359,0.055456638336182,0.044240736961365,0.026390790939331,,N
fa7cbdc9-9bba-4b31-89ab-23bc7e23336a,2,6.5953414440155,,0.11606764793396,,0.125956535339356,,0.055436372756958,,0.024986982345581,,N
90341249-a091-48f5-be67-b8eeac1d2228,2,7.24357557296753,,0.098039627075195,,0.124906063079834,,0.054605722427368,,0.024480104446411,,N
c48eed38-486d-4567-a408-56b9feebd239,2,7.24008440971375,,0.097474098205566,,0.117090463638306,,0.052538394927979,,0.024953365325928,,N
55ea7f50-cbb5-48d7-94ac-5ada85a2f0a5,2,8.20263576507568,,0.131346702575684,,0.1224205493927,,0.049993991851807,,0.023990154266358,,N
3bbcd49f-fe55-4b73-b1c5-fe41e3435753,2,6.71922564506531,,0.145450115203857,,0.150783538818359,,0.0342116355896,,0.02500319480896,,N
6a6fdd1f-ed87-4ea7-bdcb-1a2b4a6b29fc,2,8.52966570854187,,0.131308317184448,,0.137649774551392,,0.035459041595459,,0.025458335876465,,N
2afb7790-53b0-463f-97bc-a01630743e88,2,6.08770942687988,,0.13082218170166,,0.14005708694458,,0.035451173782349,,0.027633428573608,,N
26542a6e-f2e8-4bd7-a288-d6fcb8195c89,2,7.7004988193512,,0.124392986297607,,0.163021087646484,,0.035497426986694,,0.036825895309448,,N
5d142f49-0fc0-4ca1-8b41-d13a5bc24e4c,2,6.07330751419067,,0.134069442749023,,0.156381607055664,,0.033756971359253,,0.023391246795654,0.026311349868774,N
--,--,--,,--,,--,,--,,--,,--
--,--,--,,--,,--,,--,,--,,--
92e68c93-a1fd-42a5-b5e9-61e57dfc0198,3,0.135722875595093,,0.092166662216187,,0.161068439483643,,0.016273498535156,,0.021876573562622,,Y
f37fb367-e2e8-4e3f-b1b2-b46182f8cfe3,3,0.131233692169189,,0.103461265563965,,0.178355693817139,,0.016368627548218,,0.035127639770508,,N
de307ae6-7bfb-41b7-8150-f0cdcf1e80b0,3,0.106994152069092,,0.051714897155762,,0.216125249862671,,0.01413369178772,,0.035330772399902,,N
9b4f9455-ffde-4b6a-805b-983890fc30b2,3,0.109929323196411,,0.051782846450806,,0.179711580276489,,0.013646125793457,,0.03583550453186,,N
83d57570-73cb-4720-8101-1e367169d902,3,0.108599424362183,,0.085880756378174,,0.227082252502441,,0.014730453491211,,0.019776582717896,,N
a6c621f0-384b-4df0-a8d1-5203fe3878e4,3,0.109957933425903,,0.052300691604614,,0.167724132537842,,0.015392780303955,,0.033665657043457,,N
147e22df-55f2-403e-9bb3-d5b20e384934,3,0.118826627731323,,0.085271120071411,,0.184091806411743,,0.032217502593994,,0.019921779632568,,N
15a0324a-707f-4744-b408-da501a76ae68,3,0.107867479324341,,0.081740140914917,,0.235700368881226,,0.014046907424927,,0.018651247024536,,N
9ef646eb-2ede-43c3-8b54-f521ef594e28,3,0.117243766784668,,0.077430725097656,,0.205924034118652,,0.014551162719727,,0.018784761428833,,N
1bfaef7b-19a1-4c9f-bf9d-5dbb1dc09e22,3,0.111284255981445,0.115765953063965,0.100581407546997,0.078233051300049,0.221978425979614,0.197776198387146,0.01684832572937,0.016820907592774,0.020531892776489,0.025950241088867,N
0b6ef619-0c87-4379-9618-6e996f6ec4d8,3,0.299680471420288,,0.159861326217651,,0.311693429946899,,0.023239612579346,,0.028104782104492,,N
99fdc4d6-974f-4c2a-bbd1-06cdc0fdb4dc,3,0.326898813247681,,0.161980867385864,,0.282662391662598,,0.025398015975952,,0.045835494995117,,N
3f7c8075-6334-445e-aa1f-a29499d0d433,3,0.351538896560669,,0.150090932846069,,0.268099546432495,,0.022223949432373,,0.025171041488648,,N
fa538d37-2f60-4625-8d39-497f1117a062,3,0.319563150405884,,0.166438817977905,,0.391780376434326,,0.024353981018067,,0.043018817901611,,N
4d140c1f-24ba-460e-85d0-8b6dc4b2f678,3,0.293422222137451,,0.131823778152466,,0.424222230911255,,0.027020931243897,,0.044156074523926,,N
1d550a92-cf72-44dc-bb58-0d3992eb9cf4,3,0.345464468002319,,0.1287841796875,,0.343701362609863,,0.024222135543823,,0.028194665908814,,N
17bb4a04-e1a1-42d7-823a-83facec02414,3,0.30878758430481,,0.164862871170044,,0.385761022567749,,0.023681640625,,0.026255369186401,,N
0d652f02-0583-4e01-84f8-59a40c9c481f,3,0.293356657028198,,0.169821977615356,,0.415706157684326,,0.041687726974487,,0.030800104141235,,N
1992b8c4-c8d1-41c2-9157-e45201f3054c,3,0.312700986862183,,0.169102907180786,,0.395021915435791,,0.024601459503174,,0.028722524642944,,N
a5ea192a-e95d-4f96-b6d0-fe532bbcad30,3,0.312846899032593,0.316426014900208,0.169041633605957,0.15718092918396,0.388885736465454,0.360753417015076,0.024585485458374,0.026101493835449,0.043456554412842,0.034371542930603,N
83ef1782-5a58-4ede-9624-e01d83a65041,3,0.757127523422241,,0.318702936172485,,1.12305808067322,,0.034926652908325,,0.053049087524414,,N
9ba9beca-6a34-4f44-aa03-ac45729859c4,3,0.838513135910034,,0.266597032546997,,0.862968683242798,,0.05068564414978,,0.036870718002319,,N
bd462ee3-11ee-433a-a343-dbff0506d087,3,0.938623905181885,,0.275839328765869,,0.842513084411621,,0.0343337059021,,0.035276889801025,,N
06b4a1da-e70f-4654-8fea-c8e0c70a2c46,3,0.926342010498047,,0.287272930145264,,0.837626934051514,,0.054277181625366,,0.042346715927124,,N
405e5a35-0a7b-496d-8f96-8d2f39c26afa,3,0.877183437347412,,0.321740627288818,,0.900238037109375,,0.031090974807739,,0.051068305969238,,N
32a5173f-1ba6-474b-a69e-1aaa73876aea,3,0.866145372390747,,0.320003509521484,,1.0179934501648,,0.034663200378418,,0.059535026550293,,N
9b4e53bc-91a0-49d3-b534-4c5342e939c8,3,0.685912609100342,,0.32473087310791,,1.29126238822937,,0.052632331848145,,0.040286302566528,,N
c2b9bb0a-9c48-49f9-b687-d1427603fc1c,3,0.770951747894287,,0.337654113769531,,1.1972074508667,,0.052183866500855,,0.042024850845337,,N
f2645cb0-56c8-46bc-9e07-acc3b8a0f86d,3,0.853008270263672,,0.349944353103638,,0.802628993988037,,0.051989793777466,,0.043360710144043,,N
dd590ca2-19fa-4b53-b610-008b101c3006,3,0.767416715621948,0.828122472763062,0.323957681655884,0.312644338607788,1.14506340026855,1.0020560503006,0.030927658081055,0.042771100997925,0.054674625396729,0.045849323272705,N
a303f541-7cbc-4f8a-bd88-ffbd8e4dafaa,3,3.24531865119934,,0.888083696365356,,1.3535144329071,,0.044398784637451,,0.07052206993103,,N
8377d247-52ac-40a2-b982-7dfe617f6a35,3,3.06741619110107,,0.766078948974609,,1.60471940040588,,0.047462701797485,,0.057520151138306,,N
e557045e-3f4b-4849-8dda-8cea77360880,3,2.27398085594177,,0.758878469467163,,2.62914872169495,,0.049435615539551,,0.07623028755188,,N
30e526b0-fc17-4e0a-9f03-cb07cc1f2261,3,2.7116687297821,,0.741721630096435,,1.83520364761353,,0.044533967971802,,0.057035684585571,,N
924d7d1e-6af3-4b5d-9f11-753a61125e56,3,3.25542497634888,,0.780679941177368,,1.55812120437622,,0.051709890365601,,0.080808639526367,,N
6c23fc1d-3a0d-42dc-8507-f26225486ed5,3,2.90917611122131,,0.740758180618286,,1.78249788284302,,0.042986392974854,,0.05039119720459,,N
f40df82b-6c1a-434a-87b4-f18151b62562,3,2.3456437587738,,0.744675874710083,,2.42259001731873,,0.046156406402588,,0.056319713592529,,N
e775229b-d3cf-4431-90e5-499818c4c0c5,3,2.39521408081055,,0.755183935165405,,2.46583342552185,,0.050585985183716,,0.052157878875733,,N
edca8bc1-d58e-4bee-b108-318a505b1b97,3,2.2770094871521,,0.796072959899902,,2.37921977043152,,0.051280021667481,,0.075686931610108,,N
72a4b813-1440-4b0c-9177-4e9ad549827a,3,3.11270427703857,2.75935571193695,0.742820501327515,0.771495413780212,1.64571905136108,1.96765675544739,0.050611734390259,0.047916150093079,0.076710462570191,0.065338301658631,N
0fb038d7-317e-44df-a3dc-6e55ace5411e,3,7.76695942878723,,2.34111356735229,,4.58065485954285,,0.066022396087647,,0.07834005355835,,N
fa7cbdc9-9bba-4b31-89ab-23bc7e23336a,3,7.1731653213501,,2.07235980033875,,4.21792078018189,,0.09394383430481,,0.083324670791626,,N
90341249-a091-48f5-be67-b8eeac1d2228,3,8.13836336135864,,1.93655562400818,,3.74304461479187,,0.0928053855896,,0.076296329498291,,N
c48eed38-486d-4567-a408-56b9feebd239,3,8.24985980987549,,2.00661134719849,,4.16226506233215,,0.067361116409302,,0.095237731933594,,N
55ea7f50-cbb5-48d7-94ac-5ada85a2f0a5,3,8.72283792495728,,1.9992880821228,,4.52126145362854,,0.089879274368286,,0.075755596160889,,N
3bbcd49f-fe55-4b73-b1c5-fe41e3435753,3,7.71512317657471,,2.00021290779114,,4.72843456268311,,0.066225528717041,,0.094037294387817,,N
6a6fdd1f-ed87-4ea7-bdcb-1a2b4a6b29fc,3,9.38383078575134,,2.00300788879395,,3.9407422542572,,0.073726892471314,,0.074945211410523,,N
2afb7790-53b0-463f-97bc-a01630743e88,3,7.89704537391663,,2.02274250984192,,4.84976100921631,,0.067938089370728,,0.070667028427124,,N
26542a6e-f2e8-4bd7-a288-d6fcb8195c89,3,8.35868215560913,,1.96926712989807,,5.49715900421143,,0.071232557296753,,0.083390712738037,,N
5d142f49-0fc0-4ca1-8b41-d13a5bc24e4c,3,6.61385011672974,8.00197174549103,1.96695494651794,2.03181138038635,6.00316953659058,4.62444131374359,0.066963911056519,0.0756098985672,0.0778067111969,0.080980134010315,N
--,--,--,,--,,--,,--,,--,,--
--,--,--,,--,,--,,--,,--,,--
92e68c93-a1fd-42a5-b5e9-61e57dfc0198,4,0.461347341537476,,0.156568050384521,,2.32522177696228,,0.022563219070435,,0.258867502212524,,Y
f37fb367-e2e8-4e3f-b1b2-b46182f8cfe3,4,0.150501012802124,,0.203574657440186,,3.17454981803894,,0.022122859954834,,0.609671831130981,,Y
de307ae6-7bfb-41b7-8150-f0cdcf1e80b0,4,0.135278224945068,,0.170762300491333,,4.18885278701782,,0.019967794418335,,0.340240478515625,,N
9b4f9455-ffde-4b6a-805b-983890fc30b2,4,0.133785963058472,,0.203468799591064,,3.23342275619507,,0.018616199493408,,0.289143800735474,,Y
83d57570-73cb-4720-8101-1e367169d902,4,0.132411241531372,,0.198429346084595,,3.94766902923584,,0.020013809204102,,0.350086450576782,,N
a6c621f0-384b-4df0-a8d1-5203fe3878e4,4,0.133472204208374,,0.199830770492554,,2.78443169593811,,0.018799543380737,,0.242830038070679,,Y
147e22df-55f2-403e-9bb3-d5b20e384934,4,0.140746831893921,,0.201376914978027,,3.313556432724,,0.022513389587402,,0.308168888092041,,Y
15a0324a-707f-4744-b408-da501a76ae68,4,0.1322021484375,,0.212321519851685,,4.87889790534973,,0.044088125228882,,0.313398122787476,,N
9ef646eb-2ede-43c3-8b54-f521ef594e28,4,0.139961004257202,,0.226511478424072,,3.55072450637817,,0.021274089813233,,0.295485496520996,,Y
1bfaef7b-19a1-4c9f-bf9d-5dbb1dc09e22,4,0.134268999099731,0.169397497177124,0.211811542510986,0.198465538024902,4.14763069152832,3.55449573993683,0.023112297058106,0.023307132720947,0.280359268188477,0.328825187683106,N
0b6ef619-0c87-4379-9618-6e996f6ec4d8,4,0.349170446395874,,0.622300148010254,,9.90111517906189,,0.034144401550293,,0.809373140335083,,Y
99fdc4d6-974f-4c2a-bbd1-06cdc0fdb4dc,4,0.426459789276123,,0.553914546966553,,7.83851432800293,,0.038784503936768,,0.331345081329346,,Y
3f7c8075-6334-445e-aa1f-a29499d0d433,4,0.354514598846436,,0.531147480010986,,8.28013396263123,,0.032914161682129,,0.643067359924316,,Y
fa538d37-2f60-4625-8d39-497f1117a062,4,0.368738651275635,,0.645503282546997,,15.3840885162354,,0.066111087799072,,0.670617580413818,,Y
4d140c1f-24ba-460e-85d0-8b6dc4b2f678,4,0.323803424835205,,0.470545768737793,,16.7975826263428,,0.035298585891724,,0.488406896591186,,N
1d550a92-cf72-44dc-bb58-0d3992eb9cf4,4,0.394798755645752,,0.483734130859375,,12.3624615669251,,0.034522533416748,,0.520244359970093,,Y
17bb4a04-e1a1-42d7-823a-83facec02414,4,0.356337308883667,,0.567307949066162,,13.9486832618713,,0.032774209976196,,0.482248067855835,,Y
0d652f02-0583-4e01-84f8-59a40c9c481f,4,0.334925651550293,,0.476138591766357,,14.936678647995,,0.036198377609253,,0.625455379486084,,Y
1992b8c4-c8d1-41c2-9157-e45201f3054c,4,0.360365390777588,,0.480569362640381,,13.1153898239136,,0.034458160400391,,0.496289730072022,,Y
a5ea192a-e95d-4f96-b6d0-fe532bbcad30,4,0.368055820465088,0.363716983795166,0.547650098800659,0.537881135940552,14.1084418296814,12.6673089742661,0.034967422485352,0.038017344474793,0.396860599517822,0.546390819549561,Y
83ef1782-5a58-4ede-9624-e01d83a65041,4,0.856388568878174,,2.46024131774902,,88.9208688735962,,0.057915925979614,,0.997103691101074,,N
9ba9beca-6a34-4f44-aa03-ac45729859c4,4,0.946660041809082,,2.02320003509521,,57.4707145690918,,0.046265125274658,,0.875490665435791,,N
bd462ee3-11ee-433a-a343-dbff0506d087,4,1.05194544792175,,2.01285743713379,,72.8981735706329,,0.062604427337647,,0.775474786758423,,Y
06b4a1da-e70f-4654-8fea-c8e0c70a2c46,4,1.00754308700562,,2.1431245803833,,59.6770596504211,,0.051926851272583,,0.86932110786438,,Y
405e5a35-0a7b-496d-8f96-8d2f39c26afa,4,1.02938938140869,,2.04275393486023,,71.5387079715729,,0.049470901489258,,0.699652194976807,,Y
32a5173f-1ba6-474b-a69e-1aaa73876aea,4,0.886590480804443,,1.98830246925354,,79.1992239952087,,0.056487560272217,,1.00296926498413,,Y
9b4e53bc-91a0-49d3-b534-4c5342e939c8,4,0.797412633895874,,1.94171833992004,,110.386716127396,,0.052391529083252,,1.42721557617188,,N
c2b9bb0a-9c48-49f9-b687-d1427603fc1c,4,0.821776628494263,,1.98922276496887,,85.0895729064941,,0.050707578659058,,1.00784921646118,,N
f2645cb0-56c8-46bc-9e07-acc3b8a0f86d,4,0.889334917068481,,1.90739393234253,,51.450779914856,,0.05386209487915,,0.818188905715942,,Y
dd590ca2-19fa-4b53-b610-008b101c3006,4,0.83818793296814,0.912522912025452,1.97017478942871,2.04789896011352,87.4229438304901,76.405476140976,0.049169778823853,0.053080177307129,0.801510095596314,0.927477550506592,Y
a303f541-7cbc-4f8a-bd88-ffbd8e4dafaa,4,3.50112414360046,,10.1773290634155,,136.239878416061,,0.074681997299194,,1.06265544891357,,Y
8377d247-52ac-40a2-b982-7dfe617f6a35,4,3.07803177833557,,9.39990711212158,,171.72936630249,,0.075415849685669,,1.21411609649658,,N
e557045e-3f4b-4849-8dda-8cea77360880,4,2.48590755462646,,9.44194436073303,,342.277904272079,,0.083745241165161,,1.45816826820374,,N
30e526b0-fc17-4e0a-9f03-cb07cc1f2261,4,2.83053946495056,,9.7256760597229,,201.545267105103,,0.069451808929443,,1.14141154289246,,N
924d7d1e-6af3-4b5d-9f11-753a61125e56,4,3.26793932914734,,9.68418169021606,,159.768837451935,,0.091816902160645,,1.10967874526978,,N
6c23fc1d-3a0d-42dc-8507-f26225486ed5,4,3.11717963218689,,9.97033786773682,,207.576030015945,,0.082503795623779,,1.28985333442688,,Y
f40df82b-6c1a-434a-87b4-f18151b62562,4,2.55217862129211,,9.66454720497131,,373.421016454697,,0.078620433807373,,1.64206194877625,,N
e775229b-d3cf-4431-90e5-499818c4c0c5,4,2.6081600189209,,9.5523841381073,,385.269587755203,,0.083196878433228,,1.61124539375305,,Y
edca8bc1-d58e-4bee-b108-318a505b1b97,4,2.4437882900238,,9.60034155845642,,356.93843793869,,0.095063209533691,,1.85470485687256,,N
72a4b813-1440-4b0c-9177-4e9ad549827a,4,3.21429395675659,2.90991427898407,9.56889200210571,9.67855410575866,185.352067470551,252.011839318275,0.087602376937866,0.082209849357605,1.10036611557007,1.34842617511749,N
0fb038d7-317e-44df-a3dc-6e55ace5411e,4,7.98419237136841,,44.8989045619965,,920.507779359818,,0.146481275558472,,1.94867873191834,,N
fa7cbdc9-9bba-4b31-89ab-23bc7e23336a,4,7.52895307540894,,39.930915594101,,887.219445943832,,0.135218143463135,,1.96946048736572,,N
90341249-a091-48f5-be67-b8eeac1d2228,4,8.39968872070313,,39.3052270412445,,806.008492231369,,0.124756574630737,,2.06227707862854,,Y
c48eed38-486d-4567-a408-56b9feebd239,4,8.44099950790405,,38.9706735610962,,975.615275144577,,0.155876636505127,,1.57545471191406,,N
55ea7f50-cbb5-48d7-94ac-5ada85a2f0a5,4,9.03766298294067,,39.5288329124451,,838.429088354111,,0.14293909072876,,2.28125596046448,,N
3bbcd49f-fe55-4b73-b1c5-fe41e3435753,4,8.07605981826782,,39.2045111656189,,1185.79395151138,,0.149301052093506,,1.73775458335876,,N
6a6fdd1f-ed87-4ea7-bdcb-1a2b4a6b29fc,4,9.72026920318604,,39.695440530777,,910.810182094574,,0.144039154052734,,1.93479561805725,,N
2afb7790-53b0-463f-97bc-a01630743e88,4,7.93890380859375,,39.4821975231171,,1968.10975670815,,0.154302358627319,,1.31717967987061,,Y
26542a6e-f2e8-4bd7-a288-d6fcb8195c89,4,8.59963250160217,,39.3364210128784,,1203.74170970917,,0.160725831985474,,2.62830471992493,,N
5d142f49-0fc0-4ca1-8b41-d13a5bc24e4c,4,7.11494755744934,8.28413095474243,39.1948733329773,39.9547997236252,1317.73271274567,1101.39683938026,0.139484882354736,0.1453125,2.50535154342651,1.99605131149292,N
--,--,--,,--,,--,,--,,--,,--
--,--,--,,--,,--,,--,,--,,--
92e68c93-a1fd-42a5-b5e9-61e57dfc0198,5,0.555767774581909,,0.603197336196899,,149.320076942444,,0.028968095779419,,14.547349691391,,Y
f37fb367-e2e8-4e3f-b1b2-b46182f8cfe3,5,0.176079988479614,,0.434268951416016,,227.909062862396,,0.03092098236084,,188.957577228546,,Y
de307ae6-7bfb-41b7-8150-f0cdcf1e80b0,5,0.153698682785034,,0.333771467208862,,275.607507228851,,0.026523590087891,,68.4432692527771,,Y
9b4f9455-ffde-4b6a-805b-983890fc30b2,5,0.155390501022339,,0.63811182975769,,186.517449140549,,0.024908542633057,,22.6873691082001,,Y
83d57570-73cb-4720-8101-1e367169d902,5,0.158899068832397,,0.371806859970093,,242.070345401764,,0.028223276138306,,32.4692516326904,,Y
a6c621f0-384b-4df0-a8d1-5203fe3878e4,5,0.155395269393921,,0.370591163635254,,163.197102308273,,0.025449514389038,,8.95355868339539,,Y
147e22df-55f2-403e-9bb3-d5b20e384934,5,0.162174940109253,,0.342034816741943,,208.712844133377,,0.028861999511719,,38.0246703624725,,Y
15a0324a-707f-4744-b408-da501a76ae68,5,0.126545906066895,,0.33095908164978,,387.881849527359,,0.026578664779663,,115.794006586075,,Y
9ef646eb-2ede-43c3-8b54-f521ef594e28,5,0.160829305648804,,0.581036329269409,,264.349180936813,,0.02746844291687,,49.1641609668732,,Y
1bfaef7b-19a1-4c9f-bf9d-5dbb1dc09e22,5,0.154715061187744,,0.589040279388428,,237.474760532379,,0.031854152679443,,38.7974989414215,,Y
0b6ef619-0c87-4379-9618-6e996f6ec4d8,5,0.688354730606079,,2.71620178222656,,889.3658452034,,0.168793678283691,,35.4680023193359,,Y
99fdc4d6-974f-4c2a-bbd1-06cdc0fdb4dc,5,0.409496545791626,,2.29155945777893,,621.960521221161,,0.047950983047485,,38.8326239585876,,Y
3f7c8075-6334-445e-aa1f-a29499d0d433,5,0.430433511734009,,2.28065967559814,,752.729981660843,,0.043860197067261,,26.2011106014252,,Y
fa538d37-2f60-4625-8d39-497f1117a062,5,0.368363618850708,,2.32292294502258,,1783.70228075981,,0.048334121704102,,169.012359142303,,Y
4d140c1f-24ba-460e-85d0-8b6dc4b2f678,5,0.369706869125366,,2.49011540412903,,1637.39595270157,,0.050076246261597,,304.113721132278,,Y
1d550a92-cf72-44dc-bb58-0d3992eb9cf4,5,0.429087400436401,,2.46999859809875,,1204.6935145855,,0.049042463302612,,218.623329162598,,Y
17bb4a04-e1a1-42d7-823a-83facec02414,5,0.390094041824341,,2.51308393478394,,1400.48632597923,,0.045339107513428,,193.105939865112,,Y
0d652f02-0583-4e01-84f8-59a40c9c481f,5,0.372895240783691,,2.55976057052612,,1322.14823484421,,0.054971933364868,,271.969232559204,,Y
1992b8c4-c8d1-41c2-9157-e45201f3054c,5,0.396244764328003,,2.17592453956604,,1420.21572256088,,0.046109914779663,,172.391755580902,,Y
a5ea192a-e95d-4f96-b6d0-fe532bbcad30,5,0.396512031555176,,2.37826657295227,,1481.58283185959,,0.047582626342774,,180.955718278885,,Y
83ef1782-5a58-4ede-9624-e01d83a65041,5,1.01,,18.6364052295685,,14528.6528863907,,0.110473155975342,,664.806876897812,,Y
